date,close_raw,total_mv,total_shares,pe_ttm,pe_static
2025-07-24,21.87,98458435832.04,4501986092,-11.13182478,-13.98804226
2025-07-25,21.13,95126966123.96,4501986092,-10.75516496,-13.51473859
2025-07-28,20.6,92740913495.2,4501986092,-10.48539509,-13.17575082
2025-07-29,21.31,95937323620.52,4501986092,-10.84678492,-13.6298665
2025-07-30,21.85,98368396110.2,4501986092,-11.12164479,-13.97525026
2025-07-31,20.43,91975575859.56,4501986092,-10.39886513,-13.0670189
2025-08-01,20.58,92650873773.36,4501986092,-10.47521509,-13.16295883
2025-08-04,20.07,90354860866.44,4501986092,-10.21562521,-12.83676306
2025-08-05,20.55,92515814190.6,4501986092,-10.4599451,-13.14377084
2025-08-06,20.42,91930555998.64,4501986092,-10.39377513,-13.0606229
2025-08-07,20.14,90669999892.88,4501986092,-10.2512552,-12.88153503
2025-08-08,20.15,90715019753.8,4501986092,-10.25634519,-12.88793102
2025-08-11,20.88,94001469600.96,4501986092,-10.62791502,-13.3548387
2025-08-12,20.36,91660436833.12,4501986092,-10.36323514,-13.02224693
2025-08-13,20.18,90850079336.56,4501986092,-10.27161519,-12.90711901
2025-08-14,19.56,88058847959.52,4501986092,-9.95603533,-12.51056728
2025-08-15,20.81,93686330574.52,4501986092,-10.59228504,-13.31006673
2025-08-18,20.79,93596290852.68,4501986092,-10.58210504,-13.29727474
2025-08-19,20.61,92785933356.12,4501986092,-10.49048508,-13.18214682
2025-08-20,20.77,93506251130.84,4501986092,-10.57192504,-13.28448275
2025-08-21,20.66,93011032660.72,4501986092,-10.51593507,-13.21412679
2025-08-22,21.03,94676767514.76,4501986092,-10.70426498,-13.45077863
2025-08-25,21.57,97107840004.44,4501986092,-10.95447149,-13.79616239
2025-08-26,21.32,95982343481.44,4501986092,-10.82750728,-13.6362625
2025-08-27,20.9,94091509322.8,4501986092,-10.61420742,-13.36763069
2025-08-28,21.53,96927760560.76,4501986092,-10.93415721,-13.77057841
2025-08-29,22.03,99178753606.76,4501986092,-11.18808562,-14.09037818
2025-09-01,22.58,101654845957.36,4501986092,-11.46740687,-14.44215794
2025-09-02,21.9,98593495414.8,4501986092,-11.12206423,-14.00723024
2025-09-03,21.98,98953654302.16,4501986092,-11.16269278,-14.05839821
2025-09-04,22.97,103410620533.24,4501986092,-11.66547103,-14.69160177
2025-09-05,24.39,109803440783.88,4501986092,-12.3866277,-15.59983313
2025-09-08,24.08,108407825095.36,4501986092,-12.22919209,-15.40155727
2025-09-09,23.68,106607030658.56,4501986092,-12.02604936,-15.14571745
2025-09-10,22.26,100214210407.92,4501986092,-11.30489269,-14.23748608
2025-09-11,22.44,101024567904.48,4501986092,-11.39630691,-14.352614
2025-09-12,22.23,100079150825.16,4501986092,-11.28965698,-14.21829809
2025-09-15,22.16,99764011798.72,4501986092,-11.25410701,-14.17352613
2025-09-16,22.39,100799468599.88,4501986092,-11.37091407,-14.32063402
2025-09-17,22.99,103500660255.08,4501986092,-11.67562816,-14.70439376
2025-09-18,22.1,99493892633.2,4501986092,-11.2236356,-14.13515015
2025-09-19,21.83,98278356388.36,4501986092,-11.08651426,-13.96245827
2025-09-22,21.28,95802264037.76,4501986092,-10.80719301,-13.61067852
2025-09-23,20.77,93506251130.84,4501986092,-10.54818603,-13.28448275
2025-09-24,21.74,97873177640.08,4501986092,-11.04080714,-13.90489431
2025-09-25,21.97,98908634441.24,4501986092,-11.15761421,-14.05200221
2025-09-26,21.74,97873177640.08,4501986092,-11.04080714,-13.90489431
2025-09-29,21.89,98548475553.88,4501986092,-11.11698567,-14.00083425
2025-09-30,22.29,100349353466.73,4501989837,-11.32013781,-14.25668593
2025-10-09,22.7,102195169299.9,4501989837,-11.52835928,-14.51892196
2025-10-10,21.79,98098358548.23,4501989837,-11.06620919,-13.93688588
2025-10-13,21.9,98593577430.3,4501989837,-11.12207349,-14.00724189
2025-10-14,23.12,104086005031.44,4501989837,-11.74165932,-14.787554
2025-10-15,24.37,109713492327.69,4501989837,-12.37648086,-15.58705411
2025-10-16,24.84,111829427551.08,4501989837,-12.61517376,-15.88766615
2025-10-17,23.6,106246960153.2,4501989837,-11.98543079,-15.09456204
2025-10-20,23.03,103680825946.11,4501989837,-11.69595216,-14.72998999
2025-10-21,23.08,103905925437.96,4501989837,-11.72134503,-14.76197
2025-10-22,22.47,101159711637.39,4501989837,-11.41155211,-14.37181394
2025-10-23,22.87,102960507572.19,4501989837,-11.61469501,-14.62765398
2025-10-24,22.21,99989194279.77,4501989837,-11.27950923,-14.20551792
2025-10-27,22.93,103230626962.41,4501989837,-12.38420982,-14.66602998
2025-10-28,22.61,101789990214.57,4501989837,-12.21138177,-14.46135796
2025-10-29,24.87,111964487246.19,4501989837,-13.43197986,-15.90685415
2025-10-30,24.78,111559308160.86,4501989837,-13.38337198,-15.84929014
2025-10-31,24.78,111559308160.86,4501989837,-13.38337198,-15.84929014
2025-11-03,25.21,113495163790.77,4501989837,-13.61560966,-16.12431818
2025-11-04,24.3,109398353039.1,4501989837,-13.1241299,-15.5422821
2025-11-05,24.4,109848552022.8,4501989837,-13.17813867,-15.60624211
2025-11-06,24.96,112369666331.52,4501989837,-13.48058775,-15.96441816
2025-11-07,26.65,119978029156.05,4501989837,-14.39333588,-17.0453423
2025-11-10,27.16,122274043972.92,4501989837,-14.66878058,-17.37153835
2025-11-11,26.72,120293168444.64,4501989837,-14.43114202,-17.09011431
2025-11-12,25.1,112999944908.7,4501989837,-13.55620002,-16.05396217
2025-11-13,25.62,115340979623.94,4501989837,-13.8370456,-16.38655422
2025-11-14,25.76,115971258201.12,4501989837,-13.91265787,-16.47609823
2025-11-17,25.22,113540183689.14,4501989837,-13.62101054,-16.13071418
2025-11-18,24.88,112009507144.56,4501989837,-13.43738074,-15.91325015
2025-11-19,25.91,116646556676.67,4501989837,-13.99367102,-16.57203824
2025-11-20,24.59,110703930091.83,4501989837,-13.28075532,-15.72776613
2025-11-21,22.97,103410706555.89,4501989837,-12.40581333,-14.69161399
2025-11-24,22.72,102285209096.64,4501989837,-12.27079142,-14.53171396
2025-11-25,22.73,102330228995.01,4501989837,-12.27619229,-14.53810997
2025-11-26,22.86,102915487673.82,4501989837,-12.34640369,-14.62125798
2025-11-27,23.0,103545766251.0,4501989837,-12.42201596,-14.71080199
2025-11-28,22.88,103005527470.56,4501989837,-12.35720544,-14.63404998
2025-12-01,23.32,104986402998.84,4501989837,-12.59484401,-14.91547402
2025-12-02,22.35,100619472856.95,4501989837,-12.07095898,-14.29506193
2025-12-03,22.02,99133816210.74,4501989837,-11.89273006,-14.0839939
2025-12-04,21.72,97783219259.64,4501989837,-11.73070377,-13.89211388
2025-12-05,21.84,98323458040.08,4501989837,-11.79551428,-13.96886589
2025-12-08,21.89,98548557531.93,4501989837,-11.82251867,-14.00084589
2025-12-09,22.68,102105129503.16,4501989837,-12.24918791,-14.50612996
2025-12-10,22.0,99043776414.0,4501989837,-11.88192831,-14.0712019
2025-12-11,21.26,95712303934.62,4501989837,-11.48226345,-13.59789784
2025-12-12,21.62,97333020275.94,4501989837,-11.676695,-13.82815387
2025-12-15,21.74,97873259056.38,4501989837,-11.74150552,-13.90490588
2025-12-16,20.8,93641388609.6,4501989837,-11.23382313,-13.3036818
